Ensembl ID,Symbol,Alias symbol,Total_Support,Is Oncogene,Is Tumor Suppressor Gene,In OnkoKB,PubmedID
ENSG00000176248,ANAPC2,,290,,,False,
ENSG00000278494,RRN3,,288,,,False,
ENSG00000114739,ACVR2B,,288,,,False,
ENSG00000162992,NEUROD1,,288,,,False,
ENSG00000121989,ACVR2A,"ACTRII, ACVR2",288,Yes,Yes,True,
,PTRF,,288,,,False,
ENSG00000232957,HLA-DOA,,286,,,False,
ENSG00000111057,KRT18,,286,,,False,
ENSG00000165806,CASP7,,286,,,False,
ENSG00000169248,CXCL11,,286,,,False,
ENSG00000115137,DNAJC27,,286,,,False,
ENSG00000141753,IGFBP4,,284,,,False,
ENSG00000126895,AVPR2,,284,,,False,
ENSG00000051180,RAD51,"BRCC5, FANCR, HsRad51, HsT16930, RAD51A, RECA",282,No,Yes,True,
,BAK,,280,,,False,
,BCL2L7P1,,280,,,False,
,DKFZP686D0345,,280,,,False,
ENSG00000150527,MIA2,,280,,,False,
ENSG00000131876,SNRPA1,,278,,,False,
ENSG00000114200,BCHE,,278,,,False,
ENSG00000132432,SEC61G,,276,,,False,
ENSG00000244038,DDOST,,276,,,False,
ENSG00000134910,STT3A,,276,,,False,
ENSG00000180879,SSR4,,276,,,False,
ENSG00000163902,RPN1,,276,No,No,True,
ENSG00000090060,PAPOLA,,276,,,False,
